340 31.177 36.000 145.700 B
341 25.981 39.000 145.700 B
342 20.785 42.000 145.700 B
343 15.588 45.000 145.700 B
344 10.392 48.000 145.700 B
345 5.196 51.000 145.700 B
346 51.962 30.000 145.700 B
347 46.765 33.000 145.700 B
348 41.569 36.000 145.700 B
349 36.373 39.000 145.700 B
350 31.177 42.000 145.700 B
351 25.981 45.000 145.700 B
352 20.785 48.000 145.700 B
353 15.588 51.000 145.700 B
354 10.392 54.000 145.700 B
355 5.196 57.000 145.700 B
356 51.962 36.000 145.700 B
357 46.765 39.000 145.700 B
358 41.569 42.000 145.700 B
359 36.373 45.000 145.700 B
360 31.177 48.000 145.700 B
361 25.981 51.000 145.700 B
362 20.785 54.000 145.700 B
363 15.588 57.000 145.700 B
364 10.392 60.000 145.700 B
365 1.347 7.333 145.700 P0
366 -1.347 7.333 145.700 P1
367 1.347 4.667 145.700 P2
368 -1.347 4.667 145.700 P3
369 1.347 13.333 145.700 P0
370 -1.347 13.333 145.700 P1
371 1.347 10.667 145.700 P2
372 -1.347 10.667 145.700 P3
373 -3.849 10.333 145.700 P0
374 -6.543 10.333 145.700 P1
375 -3.849 7.667 145.700 P2
376 -6.543 7.667 145.700 P3
377 0.000 18.000 145.700 B
378 -5.196 15.000 145.700 B
379 -10.392 12.000 145.700 B
380 0.000 24.000 145.700 B
381 -5.196 21.000 145.700 B
382 -10.392 18.000 145.700 B
383 -15.588 15.000 145.700 B
384 0.000 30.000 145.700 B
385 -5.196 27.000 145.700 B
386 -10.392 24.000 145.700 B
387 -15.588 21.000 145.700 B
388 -20.785 18.000 145.700 B
389 0.000 36.000 145.700 B
390 -5.196 33.000 145.700 B
391 -10.392 30.000 145.700 B
392 -15.588 27.000 145.700 B
393 -20.785 24.000 145.700 B
394 -25.981 21.000 145.700 B
395 0.000 42.000 145.700 B
396 -5.196 39.000 145.700 B
397 -10.392 36.000 145.700 B
398 -15.588 33.000 145.700 B
399 -20.785 30.000 145.700 B
400 -25.981 27.000 145.700 B
401 -31.177 24.000 145.700 B
402 0.000 48.000 145.700 B
403 -5.196 45.000 145.700 B
404 -10.392 42.000 145.700 B
405 -15.588 39.000 145.700 B
406 -20.785 36.000 145.700 B
407 -25.981 33.000 145.700 B
408 -31.177 30.000 145.700 B
409 -36.373 27.000 145.700 B
410 0.000 54.000 145.700 B
411 -5.196 51.000 145.700 B
412 -10.392 48.000 145.700 B
413 -15.588 45.000 145.700 B
414 -20.785 42.000 145.700 B
415 -25.981 39.000 145.700 B
416 -31.177 36.000 145.700 B
417 -36.373 33.000 145.700 B
418 -41.569 30.000 145.700 B
419 0.000 60.000 145.700 B
420 -5.196 57.000 145.700 B
421 -10.392 54.000 145.700 B
422 -15.588 51.000 145.700 B
423 -20.785 48.000 145.700 B
424 -25.981 45.000 145.700 B
425 -31.177 42.000 145.700 B
426 -36.373 39.000 145.700 B
427 -41.569 36.000 145.700 B
428 -46.765 33.000 145.700 B
429 -10.392 60.000 145.700 B
430 -15.588 57.000 145.700 B
431 -20.785 54.000 145.700 B
432 -25.981 51.000 145.700 B
433 -31.177 48.000 145.700 B
434 -36.373 45.000 145.700 B
435 -41.569 42.000 145.700 B
436 -46.765 39.000 145.700 B
437 -51.962 36.000 145.700 B
