#########################################################################
#                                                                       #
# PbWO4 configuration file                                              #
#                                                                       #
#                                                                       #
##--Update      Tigran Armand Rostomyan  31.Jul.2014                    #
#                                                                       #
#########################################################################
#
## Total # Elements in array, Pulse-Height info? Time info? Position info?
## Info switch is off/on = 0/1
##      Total   Energy? Time?   Position?
#
Size:   72      1       1       1
RawHits:
#BitPattern: data/TAPS.pat
#
#         ADC#      low  high      ped     MeV/ch    TDC#     low     high      Off      ns/ch      Pos x      y     z (cm)
#
# BLOCK A
# 
# 4 PWO Ring 1
Display: 1D	NTDChits    72 0 72
Display: 1D     Nhits       72 0 72
Display: 1D	ADCHits	    72 0 72 
Display: 1D	TDCHits	    72 0 72 
Display: 1D     Hits        72 0 72 
Display: 1D     EnergyOR    400  0 400
Display: 1D     TimeOR      200 -1000 1000
Display: 2D     TimeOR      200 -1000 1000 -1 EnergyOR        400  0 400 -1
Display: 2D     EnergyOR    200 0 400 -1    Hits   72  0 72 -1
Display: 2D     TimeOR      200 -1000 1000 -1    Hits   72  0 72 -1
Display:  2D	 ClTheta     100 0 25 -1    ClPhi  180 -180 180 -1
#Display: 1D	 Etot        400 0 800
#Display: 1D     Energy      400  0 400     0 72
